WEO Country Code;ISO;WEO Subject Code;Country;Subject Descriptor;Subject Notes;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;Estimates Start After
258;GTM;NGDPRPPPPC;Guatemala;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;6,271.19;6,155.06;5,789.84;5,502.94;5,392.84;5,226.36;5,100.84;5,151.90;5,220.29;5,293.88;5,327.32;5,360.16;5,476.63;5,531.70;5,593.83;5,707.44;5,735.99;5,839.01;5,972.73;6,055.73;6,066.71;6,069.47;6,157.56;6,166.10;6,213.12;6,269.15;6,457.99;6,713.14;6,781.88;6,670.01;6,714.04;6,844.49;6,899.09;7,005.03;7,147.42;7,292.71;7,368.60;7,421.29;7,499.07;7,606.32;7,725.55;7,859.52;7,982.56;8,098.29;8,214.91;2017
656;GIN;NGDPRPPPPC;Guinea;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,416.99;1,376.54;1,340.84;1,329.21;1,312.86;1,317.64;1,332.63;1,367.60;1,390.50;1,419.39;1,430.76;1,458.22;1,508.03;1,500.52;1,506.97;1,520.26;1,522.81;1,581.93;1,604.70;1,538.47;1,561.69;1,607.17;1,659.17;1,681.28;1,700.37;1,722.14;1,855.85;1,989.22;2,053.01;2,121.50;2,194.65;2,269.58;2,331.68;2,388.49;2,445.74;2014
654;GNB;NGDPRPPPPC;Guinea-Bissau;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,378.88;1,343.80;1,371.43;1,297.56;1,340.77;1,369.66;1,328.07;1,375.62;1,375.11;1,387.34;1,422.08;1,492.08;1,504.13;1,504.32;1,514.83;1,541.28;1,564.41;1,622.53;1,319.40;1,462.26;1,428.72;1,426.95;1,379.21;1,355.76;1,363.91;1,391.99;1,393.82;1,408.45;1,421.96;1,437.15;1,492.10;1,578.02;1,517.61;1,533.29;1,514.75;1,573.06;1,635.60;1,695.12;1,721.66;1,768.83;1,817.29;1,867.07;1,917.79;1,971.71;2,027.13;2017
336;GUY;NGDPRPPPPC;Guyana;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;3,890.50;3,904.47;3,559.83;3,159.86;3,242.81;3,274.88;3,292.75;3,318.64;3,148.32;3,029.75;2,963.05;3,150.35;3,393.80;3,662.97;3,957.16;4,134.32;4,444.88;4,694.06;4,595.15;4,713.16;4,637.21;4,734.61;4,789.40;4,761.82;4,838.85;4,742.74;4,975.81;5,310.86;5,401.35;5,558.31;5,785.85;6,076.22;6,365.55;6,658.60;6,891.00;7,073.74;7,251.54;7,363.38;7,572.52;7,837.92;10,125.96;12,474.78;14,051.33;18,166.08;21,360.36;2017
263;HTI;NGDPRPPPPC;Haiti;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2,507.41;2,488.90;2,376.64;2,299.66;2,263.51;2,240.23;2,206.51;2,157.99;2,144.59;2,078.01;2,027.18;2,015.40;1,932.21;1,800.02;1,557.46;1,679.37;1,716.89;1,731.59;1,738.09;1,754.18;1,739.43;1,692.75;1,661.36;1,641.03;1,558.56;1,562.03;1,572.38;1,599.78;1,588.68;1,613.07;1,501.98;1,562.29;1,584.87;1,629.59;1,652.93;1,651.24;1,654.07;1,652.91;1,657.21;1,662.09;1,667.23;1,673.45;1,680.05;1,688.71;1,697.88;0
268;HND;NGDPRPPPPC;Honduras;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;3,319.61;3,298.14;3,154.47;3,031.32;3,067.92;3,100.28;3,031.73;3,120.94;3,169.70;3,213.62;3,126.05;3,136.18;3,219.22;3,324.15;3,189.94;3,229.12;3,254.16;3,325.40;3,331.73;3,183.84;3,328.51;3,332.94;3,372.35;3,440.16;3,568.15;3,697.18;3,852.22;4,002.20;4,084.31;3,904.46;3,971.19;4,046.08;4,136.82;4,177.58;4,231.33;4,319.47;4,405.72;4,544.72;4,632.95;4,707.60;4,786.56;4,870.07;4,958.38;5,051.77;5,150.53;2017
532;HKG;NGDPRPPPPC;Hong Kong SAR;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;15,763.36;16,813.67;17,035.92;17,756.73;19,241.83;19,134.51;21,009.78;23,689.60;25,369.20;25,698.09;26,564.19;27,773.24;29,142.58;30,380.09;31,575.28;31,547.86;32,116.32;33,494.65;31,204.90;31,725.90;33,781.10;33,875.67;34,459.89;35,311.48;38,194.45;40,775.78;43,223.02;45,791.14;46,594.28;45,237.35;47,917.39;49,818.96;50,231.49;51,502.87;52,619.10;53,456.90;54,121.30;55,925.78;57,081.14;58,093.88;59,280.37;60,717.54;62,187.80;63,659.36;65,184.48;2018
944;HUN;NGDPRPPPPC;Hungary;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;14,798.95;15,228.85;15,677.26;15,825.02;16,293.42;16,316.03;16,627.56;17,384.56;17,448.08;17,648.56;17,107.58;15,075.57;14,612.93;14,540.81;14,991.08;15,391.83;15,417.87;15,963.79;16,673.98;17,250.67;18,031.30;18,764.18;19,662.05;20,485.21;21,563.63;22,552.25;23,469.58;23,594.47;23,845.08;22,302.15;22,486.41;22,923.25;22,671.88;23,200.27;24,258.74;25,170.15;25,812.32;26,967.99;28,358.20;29,439.19;30,295.89;31,086.45;31,835.33;32,602.26;33,387.66;2017
176;ISL;NGDPRPPPPC;Iceland;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;25,680.70;26,498.23;26,736.28;25,788.50;26,529.10;27,153.24;28,665.60;30,866.35;30,414.61;29,965.72;30,093.24;29,781.68;28,349.10;28,430.39;29,158.76;28,983.50;30,259.30;31,520.18;33,456.50;34,388.64;35,639.45;36,465.45;36,302.11;36,881.47;39,559.69;41,633.01;42,895.70;45,726.56;45,486.23;41,884.50;40,666.72;41,324.96;41,713.58;43,130.01;43,512.62;45,104.09;47,597.27;48,932.12;49,704.76;49,371.66;49,809.57;50,244.06;50,660.45;51,097.62;51,536.08;2018
534;IND;NGDPRPPPPC;India;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,297.23;1,346.66;1,363.28;1,431.64;1,454.50;1,498.82;1,537.17;1,564.02;1,678.77;1,742.20;1,801.73;1,786.00;1,845.47;1,892.37;1,978.85;2,087.84;2,203.15;2,248.80;2,343.35;2,496.36;2,546.43;2,627.33;2,685.22;2,852.15;3,027.85;3,258.17;3,506.39;3,793.20;3,883.75;4,153.35;4,515.92;4,750.29;4,942.92;5,190.30;5,502.52;5,865.35;6,262.14;6,623.86;6,998.93;7,409.38;7,860.83;8,359.27;8,888.55;9,452.35;10,051.47;2013
536;IDN;NGDPRPPPPC;Indonesia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2,911.01;3,071.66;3,079.79;3,146.72;3,319.44;3,382.23;3,555.10;3,715.30;3,897.55;4,169.22;4,456.45;4,775.14;5,003.63;5,313.59;5,621.01;5,983.83;6,377.98;6,601.49;5,669.45;5,649.06;5,862.59;5,990.76;6,172.29;6,376.41;6,603.03;6,880.79;7,157.23;7,504.34;7,949.43;8,206.16;8,606.78;8,973.56;9,381.52;9,767.84;10,120.76;10,472.12;10,875.43;11,301.54;11,759.71;12,244.13;12,740.66;13,261.66;13,814.76;14,393.41;14,994.05;2018
429;IRN;NGDPRPPPPC;Islamic Republic of Iran;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;14,884.15;13,098.64;14,256.38;15,610.58;13,539.07;12,761.09;11,171.73;11,227.23;9,917.35;10,182.81;11,735.06;12,687.19;12,767.30;12,740.63;12,369.48;12,315.27;12,891.64;12,607.68;12,634.78;12,463.25;13,097.79;12,984.59;14,100.23;15,168.86;15,536.12;16,089.32;16,679.24;17,584.66;17,352.58;17,132.99;17,879.37;18,183.55;16,584.84;16,336.70;16,533.50;16,065.25;17,855.32;18,302.77;17,383.77;16,161.41;16,023.54;15,999.98;16,001.69;15,997.39;16,010.54;2017
433;IRQ;NGDPRPPPPC;Iraq;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;7,541.55;11,258.00;11,152.46;11,492.84;11,434.25;12,085.26;12,189.90;12,635.58;13,247.84;14,715.03;15,439.78;14,850.54;15,135.30;16,733.38;16,019.82;15,697.41;15,727.64;16,574.41;16,531.72;16,451.06;16,328.09;16,208.83;2013
178;IRL;NGDPRPPPPC;Ireland;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;16,706.68;16,915.51;16,987.75;16,748.33;17,162.57;17,442.44;17,513.41;18,120.85;18,747.64;19,919.77;21,478.35;21,707.70;22,302.54;22,693.50;23,951.93;26,137.42;28,318.76;31,035.30;33,366.20;36,461.69;39,344.79;40,807.97;42,498.64;43,057.06;45,035.41;46,458.95;47,439.47;48,541.43;45,674.10;43,068.07;43,675.95;45,117.39;45,006.03;45,354.89;48,933.80;60,568.73;62,775.80;66,548.10;70,031.63;71,999.65;73,744.69;75,296.37;76,689.43;77,957.93;79,279.72;2017
436;ISR;NGDPRPPPPC;Israel;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;16,573.20;17,232.54;17,169.81;17,247.47;17,404.05;17,861.32;18,212.40;19,262.46;19,621.98;19,563.52;20,225.49;19,924.24;20,611.59;20,838.03;21,738.36;23,204.24;23,775.66;24,140.72;24,544.58;24,788.97;26,264.28;25,687.60;25,137.73;24,957.93;25,741.48;26,340.36;27,368.03;28,512.22;28,892.99;28,590.22;29,624.93;30,579.76;30,687.09;31,410.39;32,017.60;32,199.90;32,836.91;33,323.49;33,753.22;34,201.30;34,655.64;35,058.72;35,459.08;35,844.39;36,214.01;2017
136;ITA;NGDPRPPPPC;Italy;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;24,936.62;25,035.15;25,054.26;25,268.60;26,028.90;26,700.19;27,419.12;28,261.72;29,392.67;30,327.30;30,903.89;31,321.10;31,531.49;31,241.61;31,877.77;32,731.84;33,152.99;33,742.38;34,270.81;34,802.49;36,084.56;36,700.08;36,766.65;36,692.72;36,998.41;37,066.90;37,647.43;38,056.29;37,341.27;35,047.96;35,485.05;35,544.01;34,417.96;33,631.89;33,519.20;33,821.71;34,273.47;34,864.66;35,233.22;35,114.93;35,446.71;35,695.73;35,931.27;36,162.26;36,421.37;2017
343;JAM;NGDPRPPPPC;Jamaica;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;6,724.86;6,898.49;6,992.02;7,139.50;7,191.10;7,019.91;7,444.38;7,959.70;7,597.10;7,938.65;8,181.71;8,195.91;8,360.86;8,475.44;8,558.98;8,695.61;8,634.82;8,411.19;8,228.47;8,229.77;8,217.73;8,250.36;8,237.19;8,473.41;8,525.80;8,549.17;8,751.09;8,838.37;8,731.54;8,401.25;8,244.89;8,321.97;8,237.49;8,210.30;8,212.98;8,238.33;8,317.38;8,327.16;8,397.03;8,496.84;8,612.84;8,752.92;8,908.34;9,068.73;9,232.01;2015
158;JPN;NGDPRPPPPC;Japan;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;20,769.32;21,486.50;22,043.04;22,662.79;23,529.34;24,606.93;25,290.42;26,359.83;28,029.51;29,276.49;30,606.86;31,527.69;31,682.94;31,417.11;31,641.21;32,425.93;33,358.03;33,636.78;33,168.32;33,022.46;33,874.97;33,932.10;33,900.67;34,355.62;35,085.57;35,664.00;36,172.06;36,767.20;36,383.68;34,451.23;35,883.03;35,775.30;36,389.62;37,181.40;37,383.29;37,882.78;38,118.75;38,919.57;39,313.41;39,795.01;40,111.72;40,480.06;40,852.73;41,253.44;41,666.82;2017
439;JOR;NGDPRPPPPC;Jordan;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;8,227.03;9,093.85;9,216.37;8,783.70;8,907.12;8,477.93;8,618.62;8,535.59;8,392.15;7,203.92;6,948.78;6,750.37;7,235.66;7,038.54;7,031.73;7,208.98;7,077.95;7,188.04;7,251.31;7,304.33;7,486.90;7,703.33;8,041.78;8,193.23;8,625.75;8,988.11;9,205.17;9,541.39;9,763.81;9,798.35;9,520.56;9,260.74;9,009.45;8,800.84;8,665.75;8,530.70;8,432.07;8,391.65;8,385.38;8,428.59;8,513.47;8,640.29;8,809.65;9,014.54;9,227.72;2015
916;KAZ;NGDPRPPPPC;Kazakhstan;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10,545.05;9,658.95;9,031.74;8,356.83;8,504.51;8,815.60;8,782.78;9,052.42;9,963.63;11,319.76;12,415.93;13,494.05;14,668.22;15,938.26;17,440.14;18,779.35;18,900.33;18,866.72;19,952.04;21,129.03;21,833.27;22,804.76;23,412.08;23,353.93;23,273.78;23,873.64;24,488.96;24,903.84;25,326.70;25,778.46;26,241.40;27,034.77;27,830.62;2015
664;KEN;NGDPRPPPPC;Kenya;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2,371.34;2,379.76;2,412.35;2,369.91;2,328.38;2,343.26;2,424.14;2,480.37;2,544.61;2,572.71;2,601.57;2,560.16;2,459.25;2,385.86;2,375.49;2,405.67;2,432.99;2,372.33;2,372.42;2,354.47;2,299.06;2,326.22;2,274.52;2,278.59;2,320.05;2,385.51;2,457.22;2,554.91;2,491.94;2,505.07;2,659.13;2,750.21;2,790.93;2,877.23;2,946.77;3,030.70;3,120.25;3,182.87;3,280.85;3,378.74;3,483.49;3,601.24;3,727.64;3,848.39;3,972.30;2013
826;KIR;NGDPRPPPPC;Kiribati;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2,242.76;2,164.64;2,311.64;2,217.41;2,282.83;2,113.84;2,037.14;1,805.29;1,940.91;1,837.95;1,765.25;1,726.14;1,724.05;1,717.53;1,723.00;1,697.27;1,687.93;1,692.30;1,777.97;1,717.26;1,789.08;1,731.95;1,768.14;1,771.13;1,710.88;1,763.25;1,724.82;1,722.41;1,650.43;1,628.22;1,578.79;1,582.81;1,635.53;1,681.98;1,648.19;1,795.68;1,862.88;1,844.34;1,853.86;1,863.86;1,874.96;1,881.11;1,885.31;1,889.83;1,892.45;2015
542;KOR;NGDPRPPPPC;Korea;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;5,084.37;5,365.09;5,719.44;6,382.03;6,962.05;7,428.09;8,180.05;9,109.69;10,094.84;10,698.14;11,632.60;12,710.60;13,356.02;14,126.26;15,272.30;16,566.41;17,655.53;18,526.58;17,386.99;19,216.14;20,756.78;21,530.26;22,997.19;23,549.36;24,605.54;25,516.83;26,697.03;28,013.70;28,588.37;28,642.84;30,352.11;31,228.51;31,776.90;32,548.72;33,425.69;34,177.65;35,020.41;35,946.78;36,756.43;37,541.58;38,454.78;39,391.49;40,345.12;41,361.55;42,392.05;2017
967;UVK;NGDPRPPPPC;Kosovo;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;6,122.90;6,798.18;6,638.04;6,878.87;6,653.64;6,824.03;6,957.72;7,427.65;7,666.19;7,815.55;7,948.52;8,272.94;8,338.74;8,601.91;8,782.74;9,315.18;9,628.87;9,952.23;10,268.17;10,614.52;10,951.49;11,299.16;11,657.86;12,027.95;12,409.79;0
443;KWT;NGDPRPPPPC;Kuwait;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;77,932.01;60,450.46;52,330.12;52,652.39;54,233.71;48,870.22;50,108.52;51,336.50;43,868.51;52,598.74;38,256.16;35,345.71;61,885.03;80,236.01;70,480.97;66,904.77;63,118.27;61,212.45;61,716.86;61,037.69;64,990.32;62,534.24;61,469.72;68,535.30;70,205.96;71,142.75;71,884.49;71,336.24;72,208.92;66,269.49;62,943.72;66,853.46;69,233.95;68,497.42;66,327.63;64,429.10;64,077.79;60,169.45;59,556.30;59,362.31;59,443.52;59,501.31;59,346.02;59,318.97;59,372.08;2016
917;KGZ;NGDPRPPPPC;Kyrgyz Republic;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2,666.78;2,281.31;1,821.43;1,696.06;1,790.87;1,938.93;1,949.48;1,992.33;2,080.58;2,170.97;2,151.04;2,275.02;2,405.12;2,376.34;2,422.81;2,609.09;2,775.51;2,818.71;2,775.03;2,900.99;2,841.49;3,089.77;3,149.50;3,203.94;3,277.14;3,368.55;3,416.55;3,475.29;3,526.12;3,587.43;3,677.98;3,730.53;3,779.83;2016
544;LAO;NGDPRPPPPC;Lao P.D.R.;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,396.79;1,580.67;1,617.94;1,624.61;1,683.51;1,787.82;1,822.78;1,755.31;1,670.48;1,784.57;1,834.58;1,853.18;1,926.51;1,983.09;2,088.35;2,180.26;2,276.73;2,381.39;2,441.78;2,497.68;2,613.81;2,692.77;2,828.03;2,952.58;3,111.88;3,269.26;3,511.41;3,733.34;3,968.24;4,200.33;4,472.71;4,761.36;5,060.13;5,388.67;5,716.54;6,038.48;6,370.83;6,709.48;7,044.19;7,410.85;7,803.96;8,214.83;8,646.83;9,099.80;9,577.05;2016
941;LVA;NGDPRPPPPC;Latvia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8,756.48;7,781.59;8,077.53;8,310.21;8,613.20;9,480.67;10,199.62;10,560.71;11,213.66;12,081.93;13,120.90;14,360.52;15,713.85;17,601.95;19,887.87;22,061.01;21,443.70;18,601.35;18,225.03;19,816.91;20,916.82;21,647.26;22,295.82;23,136.08;23,819.24;25,164.42;26,579.18;27,503.09;28,426.01;29,352.63;30,291.12;31,269.12;32,287.00;2018
446;LBN;NGDPRPPPPC;Lebanon;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;13,803.44;13,984.06;8,872.97;10,888.01;15,730.91;19,333.80;17,758.23;20,502.05;14,559.24;8,325.75;7,131.09;9,678.10;9,864.42;10,267.48;10,816.80;11,295.98;11,608.33;12,701.32;13,106.42;12,825.73;12,651.56;12,657.91;12,482.77;12,082.34;12,444.52;12,390.19;12,382.05;13,442.19;14,597.63;15,788.41;16,451.76;15,693.69;15,044.97;14,386.47;13,801.69;13,271.12;13,135.81;13,043.96;13,052.64;13,282.45;13,645.22;14,133.09;14,746.12;15,446.32;16,207.33;2012
666;LSO;NGDPRPPPPC;Lesotho;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,180.02;1,185.02;1,219.46;1,224.21;1,301.09;1,313.22;1,333.32;1,300.89;1,364.56;1,399.51;1,432.00;1,479.65;1,511.99;1,533.01;1,568.73;1,534.48;1,623.00;1,678.23;1,700.49;1,726.20;1,809.47;1,867.31;1,895.28;1,970.93;2,016.63;2,077.79;2,167.91;2,260.89;2,370.06;2,428.32;2,563.73;2,716.24;2,830.60;2,872.55;2,937.95;2,990.81;3,061.69;2,993.59;3,017.35;3,113.02;3,100.57;3,148.51;3,200.09;3,232.06;3,247.85;2016
668;LBR;NGDPRPPPPC;Liberia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,328.82;1,316.81;1,342.95;937.501;956.263;985.938;1,033.24;1,123.01;1,142.76;1,155.24;1,186.11;1,239.14;1,307.68;1,388.45;1,364.84;1,331.91;1,277.77;1,276.64;1,260.11;1,234.08;1,222.27;1,207.26;1,162.93;1,129.11;1,143.21;2009
672;LBY;NGDPRPPPPC;Libya;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;64,937.67;49,637.94;48,121.46;44,005.15;38,678.12;39,129.18;33,388.59;27,311.38;26,042.53;26,703.64;29,397.65;33,220.08;31,594.42;29,738.67;29,727.33;25,493.81;25,678.46;25,107.57;24,563.50;24,289.25;24,745.88;23,939.66;23,354.87;26,005.21;26,721.68;29,465.82;30,829.70;32,277.96;32,574.96;31,177.38;31,735.91;10,792.05;22,860.83;14,481.61;6,811.46;5,865.83;5,378.69;8,734.56;10,194.40;10,524.60;10,566.51;10,612.34;10,662.20;10,716.15;10,774.31;2014
946;LTU;NGDPRPPPPC;Lithuania;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;9,307.49;9,869.92;10,767.32;11,655.72;11,605.61;12,135.36;13,033.93;14,027.26;15,631.98;16,843.98;18,443.75;20,128.25;22,627.13;23,461.90;20,209.36;20,975.96;22,751.69;23,941.40;25,031.04;26,140.28;26,920.64;27,906.43;29,506.44;30,956.56;32,312.11;33,632.11;35,004.10;36,291.14;37,610.73;38,910.18;2018
